"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/23/2021","Riot* LN1FUFXH8BDF","Riot* LN1FUFXH8BDF","10.89","debit","Entertainment","CREDIT CARD","",""
"9/23/2021","LILI AND LOO","LILI AND LOO","30.50","debit","Restaurants","CREDIT CARD","",""
"9/23/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"9/23/2021","ADEPT POWER SPORTS","ADEPT POWER SPORTS","681.08","debit","Motorcycle Parts","CREDIT CARD","",""
"9/22/2021","Verizon","VERIZON          PAYMENTREC 7560","82.48","debit","Internet","TOTAL CHECKING","",""
"9/22/2021","Milano","MILANO","24.26","debit","Groceries","CREDIT CARD","",""
"9/22/2021","Prime Video*2G6160WG0","Prime Video*2G6160WG0","10.99","debit","Movies & DVDs","CREDIT CARD","",""
"9/22/2021","LILI AND LOO","LILI AND LOO","25.13","debit","Restaurants","CREDIT CARD","",""
"9/22/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"9/20/2021","NYTimes*NYTimes 800-698-4637 NY 09/18","NYTimes*NYTimes 800-698-4637 NY","17.00","debit","Newspapers & Magazines","TOTAL CHECKING","",""
"9/20/2021","COINBASE INC. 8889087930 JRTF XR2Z WEB ID: 1327000623","COINBASE INC.    8889087930 JRTF","1000.00","debit","Crypto","TOTAL CHECKING","",""
"9/20/2021","COINBASE INC. 8889087930 H5VE KSAH WEB ID: 1327000623","COINBASE INC.    8889087930 H5VE","1000.00","debit","Crypto","TOTAL CHECKING","",""
"9/20/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"9/19/2021","EAST RIVER EATERY CORP","EAST RIVER EATERY CORP","18.24","debit","Restaurants","CREDIT CARD","",""
"9/19/2021","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
"9/19/2021","Amazon","Amazon.com*2G7619KY1","20.09","debit","Shopping","CREDIT CARD","",""
"9/19/2021","Fairway Market","FAIRWAY MARKET OF 86TH","46.47","debit","Groceries","CREDIT CARD","",""
"9/19/2021","Apple","APPLE.COM/BILL","0.99","debit","Electronics & Software","CREDIT CARD","",""
"9/19/2021","Milano","MILANO - NZ0","18.62","debit","Groceries","CREDIT CARD","",""
"9/19/2021","GrubHub Seamless","SEAMLSSBAREBURGER","89.53","debit","Restaurants","CREDIT CARD","",""
"9/17/2021","EAST RIVER EATERY CORP","EAST RIVER EATERY CORP","27.95","debit","Restaurants","CREDIT CARD","",""
"9/17/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"9/17/2021","MONTHLY SERVICE FEE","MONTHLY SERVICE FEE","5.00","debit","Bank Fee","CHASE SAVINGS","",""
"9/16/2021","Payment Thank You - Web","Payment Thank You - Web","2000.00","credit","Credit Card Payment","CREDIT CARD","",""
"9/16/2021","Shake Shack","SHAKE SHACK - 1105A","15.76","debit","Fast Food","CREDIT CARD","",""
"9/16/2021","Hulu","HLU*Hulu 1230570056580-U","11.99","debit","Movies & DVDs","CREDIT CARD","",""
"9/16/2021","Chase card ending in 8242 09/16","Payment to Chase card ending in","2000.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"9/16/2021","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2984.46","credit","MSK Paycheck","TOTAL CHECKING","",""
"9/15/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","8.98","debit","Restaurants","CREDIT CARD","",""
"9/14/2021","Fairway Market","FAIRWAY MARKET OF 86TH","46.64","debit","Groceries","CREDIT CARD","",""
"9/14/2021","HELP.HBOMAX.COM","HELP.HBOMAX.COM","14.99","debit","Entertainment","CREDIT CARD","",""
"9/14/2021","Manual Cr Bkrg","Manual CR-Bkrg","3000.00","credit","Chase Investment Account","TOTAL CHECKING","",""
"9/14/2021","COINBASE INC. 8889087930 JPBG DL8W WEB ID: 1327000623","COINBASE INC.    8889087930 JPBG","1000.00","debit","Crypto","TOTAL CHECKING","",""
"9/13/2021","VERITABLE","VERITABLE","4.30","debit","Restaurants","CREDIT CARD","",""
"9/13/2021","1219 DELI","1219 DELI","12.43","debit","Restaurants","CREDIT CARD","",""
"9/13/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","10.34","debit","Restaurants","CREDIT CARD","",""
"9/13/2021","BETTOLA NYC","BETTOLA NYC","17.15","debit","Restaurants","CREDIT CARD","",""
"9/13/2021","Amazon","Amazon Digit*2G5YZ5GA1","7.99","debit","Shopping","CREDIT CARD","",""
"9/13/2021","Milano","MILANO","36.25","debit","Groceries","CREDIT CARD","",""
"9/13/2021","Travelers Insurance","Travelers        PER INSUR","17.00","debit","Renters Insurance","TOTAL CHECKING","",""
"9/12/2021","Rite Aid","RITE AID 04688","3.98","debit","Pharmacy","CREDIT CARD","",""
"9/12/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","9.80","debit","Restaurants","CREDIT CARD","",""
"9/10/2021","COINBASE INC. 8889087930 L9WK BFVP WEB ID: 1327000623","COINBASE INC.    8889087930 L9WK","1000.00","debit","Crypto","TOTAL CHECKING","",""
"9/10/2021","Shell","SHELL OIL 57544416209","7.12","debit","Gas & Fuel","CREDIT CARD","",""
"9/10/2021","BANLTT.COM","BANLTT.COM","48.19","debit","Fraud Reimbursed","CREDIT CARD","",""
"9/10/2021","MotoSport","REVZILLA MOTORSPORTS","69.56","debit","Motorcycle Parts","CREDIT CARD","",""
"9/10/2021","The Hungry Hero","The Hungry Hero","21.67","debit","Restaurants","CREDIT CARD","",""
"9/10/2021","Lyft","LYFT   *1 RIDE 09-08","14.69","debit","Taxi_Lyft","CREDIT CARD","",""
"9/10/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"9/10/2021","GrubHub Seamless","SEAMLSSCHINAJADE","27.77","debit","Food & Dining","CREDIT CARD","",""
"9/09/2021","Shake Shack","SHAKE SHACK - 1105A","14.78","debit","Fast Food","CREDIT CARD","",""
"9/09/2021","Fairway Market","FAIRWAY MARKET OF 86TH","26.84","debit","Groceries","CREDIT CARD","",""
"9/09/2021","Dunkin Donuts","DD/BR #337561 Q35","17.75","debit","Coffee Shops","CREDIT CARD","",""
"9/09/2021","GrubHub Seamless","SEAMLSSCHINAJADE","27.77","debit","Food & Dining","CREDIT CARD","",""
"9/08/2021","Online Transfer from SAV ...3972 transaction#: 12548344865","Online Transfer from SAV ...3972","2.00","credit","Transfer","TOTAL CHECKING","",""
"9/08/2021","COINBASE INC. 8889087930 MSCR RTUP WEB ID: 1327000623","COINBASE INC.    8889087930 MSCR","200.00","debit","Crypto","TOTAL CHECKING","",""
"9/08/2021","Online Transfer from SAV ...3972 transaction#: 12548345162","Online Transfer from SAV ...3972","200.00","credit","Transfer","TOTAL CHECKING","",""
"9/08/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","8.98","debit","Restaurants","CREDIT CARD","",""
"9/08/2021","Online Transfer to CHK ...7389 t ransaction#: 12548345162 09/08","Online Transfer to CHK ...7389 t","200.00","debit","Transfer","CHASE SAVINGS","",""
"9/08/2021","Online Transfer to CHK ...7389 t ransaction#: 12548344865 09/08","Online Transfer to CHK ...7389 t","2.00","debit","Transfer","CHASE SAVINGS","",""
"9/07/2021","COINBASE INC. 8889087930 D97D ZCCQ WEB ID: 1327000623","COINBASE INC.    8889087930 D97D","500.00","debit","Crypto","TOTAL CHECKING","",""
"9/07/2021","COINBASE INC. 8889087930 GEDE Z5C2 WEB ID: 1327000623","COINBASE INC.    8889087930 GEDE","500.00","debit","Crypto","TOTAL CHECKING","",""
"9/07/2021","PayPal","PAYPAL           INST XFER  BTGU","6.95","debit","Shopping","TOTAL CHECKING","",""
"9/07/2021","Tiaa Cref Ira","TIAA-CREF IRA    TIAA-CREF","500.00","debit","Roth IRA","TOTAL CHECKING","",""
"9/07/2021","PASQUALE JONES","PASQUALE JONES","317.66","debit","Restaurants","CREDIT CARD","",""
"9/07/2021","Wegman's","WEGMANS BROOKLYN 111","14.15","debit","Groceries","CREDIT CARD","",""
"9/07/2021","Wegman's","WEGMANS BROOKLYN 111","11.81","debit","Groceries","CREDIT CARD","",""
"9/06/2021","Zipcar","Zipcar SEP06 22596884","142.04","debit","Rental Car & Taxi","CREDIT CARD","",""
"9/06/2021","Milano","MILANO - NZ0","8.50","debit","Groceries","CREDIT CARD","",""
"9/06/2021","Apple","APPLE.COM/BILL","15.22","debit","Electronics & Software","CREDIT CARD","",""
"9/06/2021","ENZO BRUNI LA PIZZA","ENZO BRUNI LA PIZZA","23.14","debit","Restaurants","CREDIT CARD","",""
"9/05/2021","Geico","GEICO  *AUTO","75.58","debit","Motorcycle Insurance","CREDIT CARD","",""
"9/05/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","11.89","debit","Restaurants","CREDIT CARD","",""
"9/05/2021","BEST PIZZA II","BEST PIZZA II","4.16","debit","Restaurants","CREDIT CARD","",""
"9/05/2021","Dunkin Donuts","DD/BR #337561 Q35","6.64","debit","Coffee Shops","CREDIT CARD","",""
"9/05/2021","GREEK EATS","GREEK EATS","17.22","debit","Restaurants","CREDIT CARD","",""
"9/05/2021","GrubHub Seamless","SEAMLSSCHINAJADE","27.77","debit","Food & Dining","CREDIT CARD","",""
"9/03/2021","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"9/03/2021","GrubHub Seamless","SEAMLSSCHINAJADE","49.91","debit","Food & Dining","CREDIT CARD","",""
"9/03/2021","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
"9/03/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","6.26","debit","Restaurants","CREDIT CARD","",""
"9/02/2021","YORKVILLE PLAZA WEB PMTS RRNC 72 WEB ID: 9000233586","YORKVILLE PLAZA  WEB PMTS   RRNC","1205.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"9/02/2021","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2332.86","credit","MSK Paycheck","TOTAL CHECKING","",""
"9/02/2021","MotoSport","REVZILLA MOTORSPORTS","31.96","debit","Motorcycle Parts","CREDIT CARD","",""
"9/02/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"9/02/2021","Shell","SHELL OIL 57544416209","6.65","debit","Gas & Fuel","CREDIT CARD","",""
"9/02/2021","Sp Worldoftriumph","SP * WORLDOFTRIUMPH","55.00","credit","Motorcycle Parts","CREDIT CARD","",""
"9/02/2021","JAVA GIRL","JAVA GIRL","4.70","debit","Coffee Shops","CREDIT CARD","",""
"9/02/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"9/02/2021","MotoSport","REVZILLA MOTORSPORTS","230.10","debit","Motorcycle Parts","CREDIT CARD","",""
"9/02/2021","IN *STANDARD MOTO LLC","IN *STANDARD MOTO LLC","208.88","debit","Motorcycle Garage","CREDIT CARD","",""
"9/01/2021","VAN LEEUWEN ICE CREAM","SQ *VAN LEEUWEN ICE CREAM","17.40","debit","Fast Food","CREDIT CARD","",""
"9/01/2021","Milano","MILANO","21.94","debit","Groceries","CREDIT CARD","",""
"9/01/2021","MOMOYA UPPER WEST","MOMOYA UPPER WEST","111.06","debit","Restaurants","CREDIT CARD","",""
"9/01/2021","Bikebandit","BIKEBANDIT.COM","693.17","debit","Service & Parts","CREDIT CARD","",""
"9/01/2021","SP * WORLDOFTRIUMPH","SP * WORLDOFTRIUMPH","55.00","debit","Motorcycle Parts","CREDIT CARD","",""
"9/01/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","10.33","debit","Restaurants","CREDIT CARD","",""
"9/01/2021","NYTimes*NYTimes","NYTimes*NYTimes","28.30","debit","Newspapers & Magazines","CREDIT CARD","",""
"8/31/2021","NYC FINANCE PARKING TK C 171346810 WEB ID: 1136400434","NYC FINANCE      PARKING TK C","115.00","debit","Tickets","TOTAL CHECKING","",""
"8/31/2021","Apple","APPLE.COM/BILL","32.64","debit","Electronics & Software","CREDIT CARD","",""
"8/30/2021","Dunkin Donuts","DD/BR #337561 Q35","3.09","debit","Coffee Shops","CREDIT CARD","",""
"8/30/2021","VERITABLE","VERITABLE","6.58","debit","Restaurants","CREDIT CARD","",""
"8/29/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/29/2021","GrubHub Seamless","SEAMLSSCHINAJADE","27.77","debit","Food & Dining","CREDIT CARD","",""
"8/29/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/29/2021","Prime Video*2D2589I32","Prime Video*2D2589I32","0.99","debit","Television","CREDIT CARD","",""
"8/29/2021","Fairway Market","FAIRWAY MARKET OF 86TH","79.69","debit","Groceries","CREDIT CARD","",""
"8/29/2021","MTA","MTA*MNR ETIX TICKET","17.75","debit","Public Transportation","CREDIT CARD","",""
"8/27/2021","Chase card ending in 8242 08/27","Payment to Chase card ending in","3035.65","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/27/2021","West Marine","WEST MARINE #1282","125.47","debit","Shopping","CREDIT CARD","",""
"8/27/2021","Payment Thank You - Web","Payment Thank You - Web","3035.65","credit","Credit Card Payment","CREDIT CARD","",""
"8/26/2021","Blue Mountain","BLUEMOUNTAIN*0825-0924","6.99","debit","Shopping","CREDIT CARD","",""
"8/25/2021","Amazon","AMZN Digital*252SC0CW0","15.99","debit","Shopping","CREDIT CARD","",""
"8/25/2021","Wal-Mart","WAL-MART #2898","39.27","debit","Shopping","CREDIT CARD","",""
"8/25/2021","Gulf","GULF OIL 92038800","1.89","debit","Gas & Fuel","CREDIT CARD","",""
"8/24/2021","SIMPLY GOURMET","SIMPLY GOURMET","17.84","debit","Restaurants","CREDIT CARD","",""
"8/24/2021","Price Chopper","PRICE CHOPPER #180","50.01","debit","Groceries","CREDIT CARD","",""
"8/23/2021","Verizon","VERIZON          PAYMENTREC 7560","82.48","debit","Internet","TOTAL CHECKING","",""
"8/23/2021","NYTimes*NYTimes 800-698-4637 NY 08/21","NYTimes*NYTimes 800-698-4637 NY","17.00","debit","Newspapers & Magazines","TOTAL CHECKING","",""
"8/22/2021","Shell","SHELL OIL 57544416209","5.60","debit","Gas & Fuel","CREDIT CARD","",""
"8/22/2021","Stewart's Shops","STEWARTS SHOP 101","6.68","debit","Groceries","CREDIT CARD","",""
"8/22/2021","Shake Shack","SHAKE SHACK - 1105A","14.78","debit","Fast Food","CREDIT CARD","",""
"8/22/2021","Prime Video*2D5PK7KW0","Prime Video*2D5PK7KW0","10.99","debit","Television","CREDIT CARD","",""
"8/20/2021","Curb","CURB TAXI APP","11.76","debit","Taxi_Lyft","CREDIT CARD","",""
"8/20/2021","TST* GRAND BANKS","TST* GRAND BANKS","90.48","debit","Restaurants","CREDIT CARD","",""
"8/20/2021","Shake Shack","SHAKE SHACK - 1105A","15.76","debit","Fast Food","CREDIT CARD","",""
"8/20/2021","Starbucks","STARBUCKS STORE 29941","6.80","debit","Coffee Shops","CREDIT CARD","",""
"8/20/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","10.33","debit","Restaurants","CREDIT CARD","",""
"8/19/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/19/2021","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
"8/19/2021","MotoSport","REVZILLA MOTORSPORTS","211.67","debit","Motorcycle Parts","CREDIT CARD","",""
"8/19/2021","Fairway Market","FAIRWAY MARKET OF 86TH","30.69","debit","Groceries","CREDIT CARD","",""
"8/19/2021","GREEK EATS","GREEK EATS","17.22","debit","Restaurants","CREDIT CARD","",""
"8/19/2021","IN *STANDARD MOTO LLC","IN *STANDARD MOTO LLC","27.00","debit","Motorcycle Garage","CREDIT CARD","",""
"8/19/2021","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2124.72","credit","MSK Paycheck","TOTAL CHECKING","",""
"8/18/2021","REVEL* RIDE","REVEL* RIDE","5.08","debit","Revel","CREDIT CARD","",""
"8/18/2021","Apple","APPLE.COM/BILL","0.99","debit","Electronics & Software","CREDIT CARD","",""
"8/18/2021","Starbucks","STARBUCKS 800-782-7282","25.00","debit","Coffee Shops","CREDIT CARD","",""
"8/18/2021","Amazon","Amazon.com*2D19H5ZY2","4.69","debit","Shopping","CREDIT CARD","",""
"8/18/2021","TST* ESTELA","TST* ESTELA","107.29","debit","Restaurants","CREDIT CARD","",""
"8/18/2021","Amazon","AMZN Mktp US*2D24B1LW2","26.46","debit","Shopping","CREDIT CARD","",""
"8/18/2021","B&H Photo","B&H PHOTO 800-606-6969","105.60","debit","Electronics & Software","CREDIT CARD","",""
"8/18/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/17/2021","MONTHLY SERVICE FEE","MONTHLY SERVICE FEE","5.00","debit","Bank Fee","CHASE SAVINGS","",""
"8/17/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/17/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/17/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","10.34","debit","Restaurants","CREDIT CARD","",""
"8/17/2021","WCMC-WCC","WCMC-WCC","30.00","debit","Restaurants","CREDIT CARD","",""
"8/16/2021","GrubHub Seamless","SEAMLSSSKYDRAGON","22.54","debit","Food & Dining","CREDIT CARD","",""
"8/16/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/16/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/16/2021","7-Eleven","7-ELEVEN 35647","2.33","debit","Fast Food","CREDIT CARD","",""
"8/16/2021","Hulu","HLU*Hulu 1230570054803-U","11.99","debit","Movies & DVDs","CREDIT CARD","",""
"8/16/2021","Fairway Market","FAIRWAY MARKET OF 86TH","47.12","debit","Groceries","CREDIT CARD","",""
"8/15/2021","The Hungry Hero","The Hungry Hero","21.67","debit","Restaurants","CREDIT CARD","",""
"8/15/2021","HELP.HBOMAX.COM","HELP.HBOMAX.COM","14.99","debit","Entertainment","CREDIT CARD","",""
"8/15/2021","Dunkin Donuts","DD/BR #337561 Q35","3.92","debit","Coffee Shops","CREDIT CARD","",""
"8/15/2021","MTA","MTA*NYCT PAYGO RECOVER","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/15/2021","MTA","MTA*NYCT PAYGO RECOVER","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/15/2021","1219 DELI","1219 DELI","11.59","debit","Restaurants","CREDIT CARD","",""
"8/15/2021","MTA","MTA*NYCT PAYGO RECOVER","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/15/2021","The Hungry Hero","The Hungry Hero","18.78","debit","Restaurants","CREDIT CARD","",""
"8/15/2021","CREATIVE MOBILE","CREATIVE MOBILE","12.36","debit","Taxi_Lyft","CREDIT CARD","",""
"8/13/2021","EAST RIVER EATERY CORP","EAST RIVER EATERY CORP","26.65","debit","Restaurants","CREDIT CARD","",""
"8/13/2021","Amazon","Amazon Digit*2P1F93K02","7.99","debit","Shopping","CREDIT CARD","",""
"8/13/2021","TST* VESELKA","TST* VESELKA","69.59","debit","Restaurants","CREDIT CARD","",""
"8/13/2021","MADAME BONTE CAFE","SQ *MADAME BONTE CAFE","8.98","debit","Restaurants","CREDIT CARD","",""
"8/12/2021","Travelers Insurance","Travelers        PER INSUR","9.00","debit","Renters Insurance","TOTAL CHECKING","",""
"8/12/2021","ENZO BRUNI LA PIZZA","ENZO BRUNI LA PIZZA","24.84","debit","Restaurants","CREDIT CARD","",""
"8/12/2021","Advance Auto Parts","WWW.ADVANCEAUTOPARTS","47.86","debit","Service & Parts","CREDIT CARD","",""
"8/12/2021","MotoSport","REVZILLA MOTORSPORTS","42.64","debit","Motorcycle Parts","CREDIT CARD","",""
"8/12/2021","Amazon","AMZN Mktp US*2D1WD54E0","16.28","debit","Shopping","CREDIT CARD","",""
"8/12/2021","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/12/2021","MTA","MTA*NYCT PAYGO RECOVER","2.75","debit","Public Transportation","CREDIT CARD","",""
"8/12/2021","ADEPT POWER SPORTS","ADEPT POWER SPORTS","17.52","debit","Shopping","CREDIT CARD","",""
"8/12/2021","GrubHub Seamless","SEAMLSSCHINAJADE","62.65","debit","Food & Dining","CREDIT CARD","",""
"8/11/2021","Eb Merchants House","EB MERCHANTS HOUSE MU","35.48","credit","Credit Card Payment","CREDIT CARD","",""
"8/11/2021","EB MERCHANTS HOUSE MU","EB MERCHANTS HOUSE MU","35.48","debit","Arts","CREDIT CARD","",""
"8/11/2021","TOCK ATGRAND BANKS","TOCK ATGRAND BANKS","50.00","debit","Restaurants","CREDIT CARD","",""
"8/11/2021","BANLTT.COM","BANLTT.COM","48.19","debit","Fraud Reimbursed","CREDIT CARD","",""
"8/10/2021","THE NET RESULT","THE NET RESULT","82.35","debit","Restaurants","CREDIT CARD","",""
"8/10/2021","EB MERCHANTS HOUSE MU","EB MERCHANTS HOUSE MU","35.48","debit","Arts","CREDIT CARD","",""
"8/09/2021","PayPal","PAYPAL           INST XFER  BTGU","6.95","debit","Shopping","TOTAL CHECKING","",""
"8/09/2021","TST* NANCY'S","TST* NANCY'S","25.35","debit","Restaurants","CREDIT CARD","",""
"8/09/2021","Stop & Shop","STOP & SHOP 0423","86.40","debit","Groceries","CREDIT CARD","",""
"8/08/2021","RELIABLE MARKET","RELIABLE MARKET","75.30","debit","Groceries","CREDIT CARD","",""
"8/08/2021","BEN AND BILL'S CHOCOL","SQ *BEN AND BILL'S CHOCOL","7.00","debit","Coffee Shops","CREDIT CARD","",""
"8/06/2021","Suny Downstate M","SUNY DOWNSTATE M EREFUNDS","4.00","credit","Student Loan","TOTAL CHECKING","",""
"8/06/2021","TST* NANCY'S","TST* NANCY'S","23.54","debit","Restaurants","CREDIT CARD","",""
"8/06/2021","THE GREEN ROOM","THE GREEN ROOM","75.00","debit","Restaurants","CREDIT CARD","",""
"8/05/2021","Tiaa Cref Ira","TIAA-CREF IRA    TIAA-CREF","500.00","debit","Roth IRA","TOTAL CHECKING","",""
"8/05/2021","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2410.79","credit","MSK Paycheck","TOTAL CHECKING","",""
"8/05/2021","LARSEN`S FISH MARKET","LARSEN`S FISH MARKET","206.66","debit","Groceries","CREDIT CARD","",""
"8/05/2021","STONEY HILL PIZZA","SQ *STONEY HILL PIZZA","23.38","debit","Restaurants","CREDIT CARD","",""
"8/05/2021","KOOZINA LLC","SQ *KOOZINA LLC","8.50","debit","Fast Food","CREDIT CARD","",""
"8/05/2021","Chilmark General Store LLC","TST* CHILMARK GENERAL STO","9.97","debit","Groceries","CREDIT CARD","",""
"8/04/2021","Venmo","VENMO            PAYMENT    1015","256.53","debit","Venmo","TOTAL CHECKING","",""
"8/04/2021","UHAPDG.COM","UHAPDG.COM","2.99","debit","Fraud Reimbursed","CREDIT CARD","",""
